FIPS,State,County,Population,Poverty Raw,Poverty Rate,COVID Cases,COVID Deaths,Labor Force,Employed,Unemployed,Unemployment Rate,Median Household Income,"Less than high school graduate, 2019-23","High school graduate (or equivalency), 2019-23","Some college or associate degree, 2019-23","Bachelor's degree or higher, 2019-23","Percent of adults who are not high school graduates, 2019-23","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults completing some college or associate degree, 2019-23","Percent of adults with a bachelor's degree or higher, 2019-23",Predicted Cases,Predicted Deaths,Cases Error,Deaths Error
17165,IL,Saline County,23052,4253.0,0.1845,5125.0,35.0,9304.0,8815.0,489.0,5.3,50979.0,1914.0,5208.0,6462.0,3446.0,11.23899002,30.58132707,37.94480329,20.23487962,4877.3184,35.299446,-247.681640625,0.29944610595703125
17167,IL,Sangamon County,194151,21500.0,0.1107,40835.0,121.0,98051.0,93886.0,4165.0,4.2,73684.0,8605.0,38575.0,41552.0,48031.0,6.291906437,28.20572816,30.38248649,35.11987891,39736.996,127.47814,-1098.00390625,6.478141784667969
17169,IL,Schuyler County,6753,971.0,0.1438,1116.0,3.0,3104.0,2971.0,133.0,4.3,62968.0,421.0,2114.0,1748.0,1000.0,7.968957032,40.01514291,33.08726103,18.92863903,1053.5332,5.511255,-62.466796875,2.5112547874450684
17171,IL,Scott County,4771,542.0,0.1136,608.0,7.0,2295.0,2180.0,115.0,5.0,64853.0,234.0,1560.0,876.0,763.0,6.816195747,45.44130498,25.51704049,22.22545878,459.93765,6.9953985,-148.06234741210938,-0.004601478576660156
17173,IL,Shelby County,20710,2327.0,0.1124,3062.0,45.0,9945.0,9523.0,422.0,4.2,65396.0,830.0,6408.0,5181.0,2651.0,5.507631055,42.52156603,34.37956204,17.59124088,2828.6484,36.652756,-233.3515625,-8.347244262695312
17175,IL,Stark County,5313,595.0,0.112,842.0,10.0,2370.0,2249.0,121.0,5.1,59234.0,314.0,1443.0,1301.0,730.0,8.289334741,38.09398099,34.34530095,19.27138332,551.4253,9.9942255,-290.57470703125,-0.005774497985839844
17177,IL,Stephenson County,43556,6005.0,0.1379,6270.0,78.0,20630.0,19656.0,974.0,4.7,60988.0,2677.0,10039.0,11864.0,6825.0,8.524120363,31.96624741,37.77742398,21.73220825,5966.2896,70.20361,-303.71044921875,-7.79638671875
17179,IL,Tazewell County,129610,11269.0,0.0869,18344.0,125.0,61433.0,58802.0,2631.0,4.3,73285.0,5515.0,27876.0,32467.0,26063.0,5.999717148,30.32604084,35.32054699,28.35369502,14472.148,115.645874,-3871.8515625,-9.3541259765625
17181,IL,Union County,16772,3383.0,0.2017,3066.0,15.0,7057.0,6683.0,374.0,5.3,51116.0,1584.0,4261.0,3820.0,2553.0,12.96447864,34.87477492,31.26534621,20.89540023,2709.6255,17.157894,-356.37451171875,2.1578941345214844
17183,IL,Vermilion County,72103,12043.0,0.167,15257.0,72.0,31697.0,30031.0,1666.0,5.3,52083.0,4657.0,20848.0,16598.0,8159.0,9.265449047,41.47865186,33.02295969,16.2329394,14538.916,75.61482,-718.083984375,3.6148223876953125
17185,IL,Wabash County,11040,1497.0,0.1356,2205.0,18.0,5684.0,5484.0,200.0,3.5,63777.0,560.0,2520.0,3258.0,1458.0,7.183170857,32.32426886,41.79066188,18.70189841,1780.0386,15.441615,-424.96142578125,-2.558384895324707
17187,IL,Warren County,16360,2410.0,0.1473,1970.0,15.0,7786.0,7469.0,317.0,4.1,57357.0,1455.0,3724.0,3269.0,2387.0,13.42870328,34.37009691,30.17074296,22.03045685,2098.8923,16.789639,128.892333984375,1.7896385192871094
17189,IL,Washington County,13623,1082.0,0.0794,1590.0,11.0,9707.0,9461.0,246.0,2.5,71958.0,671.0,3127.0,3643.0,2402.0,6.817027329,31.76876968,37.01107386,24.40312913,1648.2703,9.911446,58.270263671875,-1.0885543823242188
17191,IL,Wayne County,15843,2158.0,0.1362,2889.0,25.0,6892.0,6611.0,281.0,4.1,53359.0,1111.0,3798.0,4546.0,1829.0,9.845799362,33.65827721,40.28713222,16.20879121,2045.4445,18.491245,-843.5555419921875,-6.508754730224609
17193,IL,White County,13595,1972.0,0.1451,2185.0,29.0,5993.0,5749.0,244.0,4.1,54611.0,1329.0,3393.0,3681.0,1474.0,13.45550268,34.3525362,37.26840134,14.92355979,2139.7,27.52895,-45.300048828125,-1.4710502624511719
17195,IL,Whiteside County,54555,6944.0,0.1273,8458.0,46.0,27280.0,26121.0,1159.0,4.2,62038.0,3489.0,14688.0,12851.0,7792.0,8.98763524,37.83616692,33.10407007,20.07212777,5060.826,61.942875,-3397.173828125,15.942874908447266
17197,IL,Will County,698046,48828.0,0.0699,91446.0,420.0,367649.0,351136.0,16513.0,4.5,97076.0,39727.0,120047.0,137321.0,170466.0,8.496645358,25.67515255,29.36964375,36.45855835,84792.63,316.24875,-6653.3671875,-103.75125122070312
17199,IL,Williamson County,66544,8195.0,0.1232,13826.0,70.0,30848.0,29471.0,1377.0,4.5,64152.0,3633.0,13489.0,17721.0,13188.0,7.563865004,28.08394579,36.89492203,27.45726718,9352.58,76.399155,-4473.419921875,6.3991546630859375
17201,IL,Winnebago County,281542,42830.0,0.1521,44478.0,218.0,131982.0,123942.0,8040.0,6.1,62557.0,21922.0,59470.0,64205.0,47492.0,11.35331376,30.79926873,33.25150578,24.59591173,44042.473,215.88957,-435.52734375,-2.1104278564453125
17203,IL,Woodford County,38177,2572.0,0.0674,4886.0,20.0,18080.0,17430.0,650.0,3.6,85892.0,1348.0,7023.0,8187.0,9346.0,5.203829524,27.11164299,31.6051575,36.07936998,3830.5159,29.024048,-1055.484130859375,9.0240478515625
18001,IN,Adams County,36151,4070.0,0.1126,2533.0,25.0,17014.0,16632.0,382.0,2.2,60620.0,2808.0,9838.0,5619.0,3282.0,13.03197661,45.65832831,26.07787627,15.23181881,2499.321,31.30321,-33.678955078125,6.30320930480957
18003,IN,Allen County,391644,44410.0,0.1134,46654.0,279.0,188044.0,182543.0,5501.0,2.9,65967.0,24616.0,71260.0,79412.0,79250.0,9.670854646,27.99581988,31.1984851,31.13484038,46309.375,280.14185,-344.625,1.141845703125
18005,IN,Bartholomew County,83394,10442.0,0.1252,11288.0,60.0,43791.0,42729.0,1062.0,2.4,68910.0,4402.0,17586.0,14228.0,19829.0,7.854402712,31.37835668,25.3867428,35.38049781,8884.242,74.417885,-2403.7578125,14.417884826660156
18007,IN,Benton County,8672,872.0,0.1006,1058.0,7.0,4378.0,4269.0,109.0,2.5,62248.0,613.0,2392.0,1775.0,1107.0,10.41277391,40.6319008,30.15118057,18.80414473,1001.7267,7.815383,-56.2733154296875,0.8153829574584961
18009,IN,Blackford County,11919,1492.0,0.1252,1177.0,23.0,4753.0,4585.0,168.0,3.5,54825.0,881.0,4159.0,2231.0,1134.0,10.48185604,49.48245092,26.54372397,13.49196907,1193.2059,21.934626,16.2059326171875,-1.0653743743896484
18011,IN,Boone County,74309,3825.0,0.0515,6140.0,64.0,37946.0,37162.0,784.0,2.1,102805.0,2432.0,9414.0,12209.0,24528.0,5.00586625,19.37714839,25.13018957,50.48679579,6106.968,60.24729,-33.0322265625,-3.7527084350585938
18013,IN,Brown County,15587,1489.0,0.0955,966.0,11.0,7850.0,7572.0,278.0,3.5,74161.0,775.0,4726.0,3431.0,3135.0,6.422474517,39.16466396,28.43291622,25.97994531,1632.3582,11.855147,666.358154296875,0.8551473617553711
18015,IN,Carroll County,20514,2106.0,0.1027,1545.0,26.0,9905.0,9614.0,291.0,2.9,64731.0,1482.0,6398.0,4314.0,2232.0,10.27311798,44.3504783,29.90433939,15.47206433,1969.9248,25.580164,424.9248046875,-0.41983604431152344
18017,IN,Cass County,37537,4823.0,0.1285,4859.0,39.0,17251.0,16681.0,570.0,3.3,60452.0,3702.0,11259.0,7002.0,4072.0,14.21932015,43.24563088,26.89456501,15.64048396,3866.4973,44.73421,-992.502685546875,5.734210968017578
18019,IN,Clark County,124222,11755.0,0.0946,17801.0,113.0,62544.0,60809.0,1735.0,2.8,68493.0,7943.0,28418.0,27643.0,21863.0,9.250352289,33.09536842,32.19280981,25.46146948,17709.691,116.98188,-91.30859375,3.9818801879882812
18021,IN,Clay County,26410,3302.0,0.125,2936.0,29.0,11570.0,11175.0,395.0,3.4,59057.0,1697.0,7777.0,5814.0,3133.0,9.212312035,42.21812062,31.56180446,17.00776288,3344.439,30.159237,408.43896484375,1.1592369079589844
18023,IN,Clinton County,32769,3592.0,0.1096,3477.0,52.0,17091.0,16647.0,444.0,2.6,60916.0,2906.0,9293.0,5537.0,3559.0,13.64639587,43.63935196,26.00140878,16.71284339,3353.3794,47.184353,-123.62060546875,-4.815647125244141
18025,IN,Crawford County,10517,1879.0,0.1787,1144.0,14.0,4793.0,4622.0,171.0,3.6,53547.0,1089.0,3542.0,2082.0,842.0,14.41429517,46.88285903,27.55790867,11.14493713,1040.729,16.52788,-103.27099609375,2.5278797149658203
18027,IN,Daviess County,33496,3498.0,0.1044,3307.0,36.0,16608.0,16219.0,389.0,2.3,63777.0,4761.0,7047.0,5900.0,3152.0,22.82358581,33.78235858,28.28379674,15.11025887,3210.764,37.83671,-96.236083984375,1.8367118835449219
18029,IN,Dearborn County,50900,5353.0,0.1052,5903.0,64.0,25802.0,25112.0,690.0,2.7,77621.0,3119.0,13537.0,9708.0,9281.0,8.75017534,37.97727592,27.23523636,26.03731239,5877.174,61.97683,-25.826171875,-2.0231704711914062
18031,IN,Decatur County,26454,2828.0,0.1069,3083.0,35.0,14478.0,14099.0,379.0,2.6,65847.0,1708.0,7952.0,4775.0,3626.0,9.456840706,44.02856985,26.43818172,20.07640773,2869.8901,33.24469,-213.10986328125,-1.75531005859375
18033,IN,DeKalb County,43813,3956.0,0.0903,4575.0,36.0,22316.0,21713.0,603.0,2.7,72910.0,2277.0,12482.0,8837.0,5951.0,7.706366129,42.24455952,29.90828172,20.14079264,4474.0933,37.754627,-100.90673828125,1.7546272277832031
18035,IN,Delaware County,112163,19758.0,0.1762,10873.0,137.0,50967.0,49121.0,1846.0,3.6,54059.0,6356.0,23978.0,21835.0,18036.0,9.053486219,34.15426252,31.10177338,25.69047789,14204.161,130.2231,3331.1611328125,-6.7769012451171875
18037,IN,Dubois County,43492,3606.0,0.0829,5113.0,22.0,21833.0,21335.0,498.0,2.3,71171.0,3199.0,11120.0,8172.0,7224.0,10.7656066,37.42217735,27.50126199,24.31095406,4798.008,24.837374,-314.9921875,2.837373733520508
18039,IN,Elkhart County,206873,26704.0,0.1291,16852.0,158.0,117325.0,114309.0,3016.0,2.6,63777.0,23281.0,48280.0,33429.0,25809.0,17.79906574,36.91159718,25.55753484,19.73180223,17554.623,160.20049,702.623046875,2.2004852294921875
18041,IN,Fayette County,23389,3290.0,0.1407,2833.0,46.0,8316.0,7942.0,374.0,4.5,54892.0,2304.0,6902.0,4425.0,2682.0,14.12370502,42.30981426,27.12560535,16.44087538,2976.709,43.207798,143.708984375,-2.7922019958496094
18043,IN,Floyd County,80621,7971.0,0.0989,10289.0,74.0,42122.0,41057.0,1065.0,2.5,74264.0,4157.0,17026.0,17123.0,17459.0,7.454496548,30.53169551,30.70563974,31.30816821,10096.534,72.672226,-192.4658203125,-1.3277740478515625
18045,IN,Fountain County,16620,2026.0,0.1219,2103.0,33.0,7958.0,7734.0,224.0,2.8,63973.0,1204.0,5121.0,3725.0,1592.0,10.34186566,43.98728741,31.99622058,13.67462635,1934.4562,29.813492,-168.5438232421875,-3.1865081787109375
18047,IN,Franklin County,23083,2091.0,0.0906,1803.0,30.0,11275.0,10968.0,307.0,2.7,74779.0,1807.0,6538.0,4558.0,3123.0,11.27542743,40.79620616,28.44128292,19.48708349,2119.0676,27.675493,316.067626953125,-2.3245067596435547
18049,IN,Fulton County,20368,2779.0,0.1364,1717.0,25.0,9494.0,9199.0,295.0,3.1,62412.0,1791.0,5881.0,4139.0,2290.0,12.70122686,41.70626197,29.35252819,16.23998298,2187.2166,26.724606,470.216552734375,1.7246055603027344
18051,IN,Gibson County,33002,3139.0,0.0951,6166.0,33.0,19762.0,19307.0,455.0,2.3,66247.0,2089.0,9064.0,7088.0,4275.0,9.277846864,40.25581808,31.47983656,18.98649849,5800.6763,34.960884,-365.32373046875,1.9608840942382812
18053,IN,Grant County,65993,11806.0,0.1789,6802.0,95.0,31378.0,30332.0,1046.0,3.3,51053.0,4907.0,16284.0,13580.0,8901.0,11.23603224,37.28704891,31.09543873,20.38148012,7769.653,91.98436,967.65283203125,-3.0156402587890625
18055,IN,Greene County,31071,3888.0,0.1251,3610.0,39.0,13508.0,12983.0,525.0,3.9,61663.0,2604.0,8720.0,7421.0,3214.0,11.8584635,39.71036932,33.7947994,14.63636778,3863.9404,34.630653,253.9404296875,-4.369346618652344
18057,IN,Hamilton County,365463,16387.0,0.0448,37150.0,171.0,193855.0,189632.0,4223.0,2.2,117068.0,6411.0,33607.0,50302.0,146333.0,2.709029676,14.2009609,21.25559363,61.83441579,37085.76,169.21239,-64.23828125,-1.7876129150390625
18059,IN,Hancock County,83117,4103.0,0.0494,9472.0,88.0,42473.0,41356.0,1117.0,2.6,87845.0,3699.0,16682.0,17021.0,19437.0,6.507855522,29.34956632,29.94598779,34.19659037,9602.837,83.56872,130.8369140625,-4.431282043457031
18061,IN,Harrison County,39790,3020.0,0.0759,5318.0,46.0,20406.0,19886.0,520.0,2.5,72259.0,2313.0,11185.0,8452.0,6194.0,8.218447982,39.74204093,30.03126777,22.00824332,4939.2915,44.736446,-378.70849609375,-1.2635536193847656
18063,IN,Hendricks County,183119,9627.0,0.0526,17610.0,160.0,94458.0,92134.0,2324.0,2.5,94760.0,7881.0,32022.0,33208.0,47902.0,6.512523448,26.46161983,27.44167982,39.58417691,17376.791,153.58127,-233.208984375,-6.418731689453125
18065,IN,Henry County,48815,6269.0,0.1284,5806.0,63.0,22073.0,21361.0,712.0,3.2,54714.0,3277.0,15022.0,10843.0,5841.0,9.367407026,42.94085699,30.99505474,16.69668125,6317.6816,64.31478,511.681640625,1.3147811889648438
18067,IN,Howard County,83546,12517.0,0.1498,11096.0,120.0,33950.0,32246.0,1704.0,5.0,56960.0,4591.0,22099.0,19621.0,11563.0,7.932750458,38.18467706,33.90296161,19.97961088,11057.29,119.66186,-38.7099609375,-0.33814239501953125
18069,IN,Huntington County,36800,4554.0,0.1237,5418.0,46.0,18285.0,17791.0,494.0,2.7,59491.0,1767.0,10879.0,6863.0,5865.0,6.963821234,42.87459604,27.04737132,23.1142114,5106.2056,43.54797,-311.79443359375,-2.4520301818847656
18071,IN,Jackson County,46230,5032.0,0.1088,6084.0,40.0,23405.0,22749.0,656.0,2.8,66082.0,3355.0,12244.0,9096.0,6280.0,10.83131558,39.52865214,29.36561743,20.27441485,4697.4663,40.17303,-1386.53369140625,0.17303085327148438
18073,IN,Jasper County,33345,3108.0,0.0932,3804.0,51.0,15859.0,15322.0,537.0,3.4,75738.0,1588.0,10325.0,6851.0,4142.0,6.932681394,45.07552606,29.9091941,18.08259845,3845.2983,47.40416,41.29833984375,-3.5958404541015625
18075,IN,Jay County,20118,2728.0,0.1356,1979.0,24.0,8840.0,8598.0,242.0,2.7,57690.0,1763.0,6307.0,3651.0,1703.0,13.13319428,46.98301549,27.19755662,12.68623361,2024.5309,25.635294,45.5308837890625,1.635293960571289
18077,IN,Jefferson County,32936,3640.0,0.1105,4235.0,59.0,15000.0,14573.0,427.0,2.8,64214.0,2640.0,9017.0,7362.0,4204.0,11.3680403,38.82788615,31.70133058,18.10274297,4558.282,54.638847,323.2822265625,-4.361152648925781
18079,IN,Jennings County,27484,3307.0,0.1203,2988.0,44.0,13534.0,13083.0,451.0,3.3,63597.0,2364.0,8171.0,5934.0,2598.0,12.39838464,42.85414591,31.12183353,13.62563592,3138.2422,41.33995,150.2421875,-2.6600494384765625
18081,IN,Johnson County,165686,12267.0,0.074,18995.0,143.0,86284.0,84183.0,2101.0,2.4,83036.0,8008.0,34035.0,31567.0,36774.0,7.254674591,30.83327294,28.59744166,33.31461081,19346.215,139.64119,351.21484375,-3.3588104248046875
18083,IN,Knox County,35876,4988.0,0.139,6018.0,42.0,17983.0,17494.0,489.0,2.7,58238.0,2401.0,8727.0,8802.0,4312.0,9.904298325,35.99950499,36.30888541,17.78731128,5676.7393,42.92462,-341.2607421875,0.92462158203125
18085,IN,Kosciusko County,80564,8459.0,0.105,6710.0,63.0,40564.0,39520.0,1044.0,2.6,71611.0,6475.0,19443.0,14865.0,13323.0,11.96724947,35.93501645,27.47384763,24.62388645,7513.9834,69.18479,803.9833984375,6.184791564941406
18087,IN,LaGrange County,40854,3154.0,0.0772,1746.0,19.0,21442.0,20970.0,472.0,2.2,81010.0,9391.0,6999.0,4785.0,2642.0,39.42981904,29.38657262,20.09069152,11.09291682,1792.2084,19.639854,46.2083740234375,0.6398544311523438
18089,IN,Lake County,499657,72873.0,0.1458,45749.0,552.0,226746.0,216160.0,10586.0,4.7,66169.0,33335.0,118149.0,104589.0,84885.0,9.776864013,34.65206858,30.67503915,24.89602825,54815.93,432.80286,9066.9296875,-119.1971435546875
18091,IN,LaPorte County,111822,16055.0,0.1436,11792.0,107.0,46784.0,45021.0,1763.0,3.8,66336.0,7527.0,31110.0,23356.0,17189.0,9.505948322,39.2892324,29.49660276,21.70821651,12050.573,107.38677,258.5732421875,0.38677215576171875
18093,IN,Lawrence County,45231,5525.0,0.1222,5265.0,73.0,20524.0,19820.0,704.0,3.4,60141.0,3090.0,12306.0,10073.0,6555.0,9.64901324,38.42742943,31.4545341,20.46902323,5857.5215,56.984013,592.521484375,-16.015987396240234
18095,IN,Madison County,131383,18875.0,0.1437,15001.0,165.0,59833.0,57800.0,2033.0,3.4,58926.0,8751.0,36250.0,28499.0,18433.0,9.518888756,39.43088989,30.99974982,20.05047154,15319.803,163.55602,318.802734375,-1.4439849853515625
18097,IN,Marion County,969223,149846.0,0.1546,99284.0,732.0,504140.0,487842.0,16298.0,3.2,62776.0,78327.0,172358.0,169140.0,216864.0,12.30223861,27.07098756,26.56556027,34.06121356,99849.14,730.5276,565.140625,-1.472412109375
18099,IN,Marshall County,46378,4719.0,0.1018,3746.0,42.0,22943.0,22342.0,601.0,2.6,70938.0,4305.0,11818.0,8548.0,6342.0,13.88127559,38.10660046,27.56263502,20.44948892,4103.0073,41.042812,357.00732421875,-0.9571876525878906
18101,IN,Martin County,9827,1232.0,0.1254,931.0,9.0,5425.0,5274.0,151.0,2.8,64216.0,774.0,2790.0,2391.0,902.0,11.28773516,40.68834767,34.86947645,13.15444072,834.192,11.324487,-96.8079833984375,2.32448673248291
18103,IN,Miami County,35546,4366.0,0.1228,3448.0,46.0,14358.0,13762.0,596.0,4.2,60835.0,3156.0,10282.0,7663.0,4053.0,12.54671225,40.87620259,30.46433967,16.11274549,3984.2734,46.00852,536.2734375,0.008518218994140625
18105,IN,Monroe County,139621,23312.0,0.167,15514.0,74.0,70162.0,68140.0,2022.0,2.9,64299.0,4299.0,17806.0,20178.0,40821.0,5.173036196,21.42616481,24.28041972,49.12037928,15639.623,71.41727,125.623046875,-2.582733154296875
18107,IN,Montgomery County,38319,4082.0,0.1065,4107.0,35.0,18819.0,18338.0,481.0,2.6,66283.0,2873.0,10673.0,7358.0,5076.0,11.05850654,41.08160123,28.32178599,19.53810624,3926.1555,44.390232,-180.844482421875,9.39023208618164
18109,IN,Morgan County,72260,6594.0,0.0913,7558.0,82.0,37147.0,36091.0,1056.0,2.8,75542.0,4833.0,19946.0,15378.0,10394.0,9.560641728,39.45718186,30.42076319,20.56141323,7782.7593,82.225,224.75927734375,0.22499847412109375
18111,IN,Newton County,13839,1703.0,0.1231,1004.0,16.0,6735.0,6487.0,248.0,3.7,66837.0,1161.0,4802.0,2646.0,1363.0,11.64259928,48.15483353,26.53429603,13.66827116,1276.7708,17.39999,272.770751953125,1.3999900817871094
18113,IN,Noble County,47234,4571.0,0.0968,5262.0,30.0,21792.0,21163.0,629.0,2.9,69567.0,5551.0,12605.0,8123.0,5682.0,17.3680423,39.4386909,25.41534996,17.77791684,5103.532,32.30684,-158.4677734375,2.3068389892578125
18115,IN,Ohio County,6097,553.0,0.0907,709.0,12.0,3187.0,3116.0,71.0,2.2,70618.0,287.0,1889.0,1390.0,834.0,6.522727273,42.93181818,31.59090909,18.95454545,618.03,9.134041,-90.969970703125,-2.8659591674804688
18117,IN,Orange County,19601,2809.0,0.1433,2112.0,22.0,8194.0,7909.0,285.0,3.5,54128.0,1961.0,5932.0,3778.0,2091.0,14.24938236,43.10419997,27.45240517,15.1940125,2317.2952,25.511057,205.295166015625,3.511056900024414
18119,IN,Owen County,21487,2964.0,0.1379,2806.0,48.0,9265.0,8962.0,303.0,3.3,62460.0,2027.0,6750.0,4205.0,2658.0,12.96035806,43.15856777,26.88618926,16.99488491,2597.622,39.1566,-208.3779296875,-8.843399047851562
18121,IN,Parke County,16367,2213.0,0.1352,1537.0,21.0,7062.0,6844.0,218.0,3.1,64700.0,1839.0,4582.0,3478.0,1640.0,15.93725626,39.70881359,30.14126007,14.21267008,1710.1968,20.274422,173.19677734375,-0.7255783081054688
18123,IN,Perry County,19207,2903.0,0.1511,2510.0,13.0,8760.0,8485.0,275.0,3.1,55503.0,1213.0,6377.0,3913.0,2270.0,8.807086328,46.30073332,28.41065853,16.48152182,1778.4326,32.432636,-731.5673828125,19.432636260986328
18125,IN,Pike County,12143,1410.0,0.1161,1612.0,7.0,5873.0,5683.0,190.0,3.2,63487.0,837.0,4121.0,2267.0,1348.0,9.763210078,48.06952059,26.44348536,15.72378397,1623.7332,9.703262,11.733154296875,2.7032623291015625
18127,IN,Porter County,174848,15180.0,0.0868,17382.0,166.0,85433.0,82584.0,2849.0,3.3,84352.0,7506.0,41408.0,35863.0,36473.0,6.190515464,34.15092784,29.57773196,30.08082474,17528.887,166.8115,146.88671875,0.811492919921875
18129,IN,Posey County,25098,2416.0,0.0963,3235.0,15.0,12948.0,12635.0,313.0,2.4,75907.0,1207.0,6320.0,5865.0,4530.0,6.734739426,35.26392144,32.72514228,25.27619685,2765.7104,20.075087,-469.28955078125,5.07508659362793
18131,IN,Pulaski County,12449,1660.0,0.1333,1130.0,21.0,6543.0,6371.0,172.0,2.6,60487.0,913.0,4070.0,2549.0,1191.0,10.4665826,46.65825977,29.22159807,13.65355956,1230.0681,19.143948,100.068115234375,-1.8560523986816406
18133,IN,Putnam County,37294,3125.0,0.0838,3899.0,42.0,16819.0,16289.0,530.0,3.2,68301.0,2327.0,9778.0,8208.0,5041.0,9.178038968,38.56590676,32.37358997,19.88246431,3899.8218,37.52058,0.82177734375,-4.479419708251953
18135,IN,Randolph County,24350,3714.0,0.1525,2328.0,40.0,11624.0,11274.0,350.0,3.0,56920.0,1595.0,7500.0,5479.0,2453.0,9.367475186,44.04768896,32.17830504,14.4065308,2746.5413,36.619682,418.541259765625,-3.3803176879882812
18137,IN,Ripley County,29030,3410.0,0.1175,3524.0,54.0,12808.0,12411.0,397.0,3.1,63571.0,1860.0,8374.0,5763.0,3840.0,9.376417805,42.21404446,29.05177194,19.35776579,3533.1775,43.586414,9.177490234375,-10.413585662841797
18139,IN,Rush County,16672,2003.0,0.1201,2383.0,24.0,8869.0,8646.0,223.0,2.5,61653.0,1079.0,5278.0,3447.0,1974.0,9.161147903,44.81236203,29.26642894,16.76006113,2103.1929,25.336246,-279.80712890625,1.3362464904785156
18141,IN,St. Joseph County,272282,34388.0,0.1263,27704.0,230.0,132073.0,127495.0,4578.0,3.5,61028.0,15678.0,52878.0,51409.0,58089.0,8.80519393,29.69773215,28.87270154,32.62437238,28354.469,231.41388,650.46875,1.41387939453125
18143,IN,Scott County,24500,3720.0,0.1518,3759.0,30.0,10531.0,10170.0,361.0,3.4,57837.0,2716.0,7301.0,4894.0,2104.0,15.96238613,42.90919777,28.7628563,12.3655598,3530.8914,33.488495,-228.108642578125,3.488494873046875
18145,IN,Shelby County,45189,6233.0,0.1379,6008.0,31.0,23545.0,22948.0,597.0,2.5,66045.0,3047.0,13065.0,9368.0,6140.0,9.636306135,41.31878558,29.62681847,19.41808982,5658.153,56.984837,-349.84716796875,25.98483657836914
18147,IN,Spencer County,19849,1850.0,0.0932,2024.0,6.0,10483.0,10201.0,282.0,2.7,70440.0,980.0,5430.0,4741.0,3008.0,6.921392754,38.35016597,33.48400311,21.24443817,2316.2178,23.624086,292.2177734375,17.624086380004883
18149,IN,Starke County,23203,2907.0,0.1253,1523.0,28.0,9530.0,9164.0,366.0,3.8,58523.0,2307.0,7104.0,4843.0,2047.0,14.15250598,43.58014846,29.70983375,12.55751181,2234.925,29.637804,711.925048828125,1.6378040313720703
18151,IN,Steuben County,34772,3078.0,0.0885,3786.0,24.0,20697.0,20244.0,453.0,2.2,73250.0,1871.0,8861.0,7169.0,5864.0,7.872922365,37.28592468,30.16621081,24.67494214,3901.8755,23.742695,115.87548828125,-0.2573051452636719
18153,IN,Sullivan County,20671,2339.0,0.1132,2460.0,19.0,7931.0,7625.0,306.0,3.9,55497.0,1802.0,6374.0,4798.0,2163.0,11.90460461,42.10874017,31.69716588,14.28948933,2010.5358,30.19118,-449.4642333984375,11.191179275512695
18155,IN,Switzerland County,10009,1340.0,0.1339,943.0,16.0,4716.0,4582.0,134.0,2.8,63246.0,1203.0,3213.0,1734.0,683.0,17.60573687,47.02180594,25.37684765,9.995609542,971.0559,15.3311205,28.055908203125,-0.668879508972168
18157,IN,Tippecanoe County,188237,33200.0,0.1764,25153.0,142.0,96898.0,94095.0,2803.0,2.9,56088.0,8429.0,28465.0,25869.0,41954.0,8.049313865,27.18278789,24.70372528,40.06417296,29589.94,174.63931,4436.939453125,32.639312744140625
18159,IN,Tipton County,15325,1527.0,0.0996,1201.0,19.0,8981.0,8722.0,259.0,2.9,65025.0,912.0,4098.0,3277.0,2745.0,8.266860044,37.14648296,29.70449601,24.88216099,1411.8656,18.203537,210.8656005859375,-0.7964630126953125
18161,IN,Union County,6967,782.0,0.1122,858.0,10.0,3567.0,3478.0,89.0,2.5,61171.0,510.0,1811.0,1673.0,1035.0,10.14118115,36.01113541,33.2670511,20.58063233,780.9627,8.917363,-77.03729248046875,-1.082636833190918
18163,IN,Vanderburgh County,179563,26687.0,0.1486,31139.0,147.0,91922.0,89072.0,2850.0,3.1,57997.0,10657.0,40204.0,39204.0,33451.0,8.628031996,32.5496292,31.74001749,27.08232132,26388.285,178.88867,-4750.71484375,31.888671875
18165,IN,Vermillion County,15433,2130.0,0.138,1711.0,21.0,6534.0,6291.0,243.0,3.7,58280.0,802.0,4686.0,3494.0,1865.0,7.393749424,43.20088504,32.21167143,17.19369411,1707.7172,20.734732,-3.2828369140625,-0.26526832580566406
18167,IN,Vigo County,106082,17975.0,0.1694,13365.0,107.0,45594.0,43935.0,1659.0,3.6,52286.0,6560.0,22963.0,21195.0,17701.0,9.587979947,33.56231456,30.97823704,25.87146845,13512.665,110.40489,147.6650390625,3.4048919677734375
18169,IN,Wabash County,30842,3400.0,0.1102,3306.0,36.0,14524.0,14120.0,404.0,2.8,64025.0,1771.0,9081.0,6108.0,4673.0,8.186566819,41.97753432,28.23464152,21.60125734,3631.8164,38.59654,325.81640625,2.596538543701172
18171,IN,Warren County,8488,803.0,0.0946,816.0,8.0,4102.0,3995.0,107.0,2.6,73539.0,482.0,2568.0,1949.0,1041.0,7.98013245,42.51655629,32.26821192,17.23509934,855.6362,7.330391,39.63623046875,-0.6696090698242188
18173,IN,Warrick County,65231,4762.0,0.073,10874.0,44.0,32210.0,31359.0,851.0,2.6,84567.0,2017.0,12924.0,13934.0,15894.0,4.505349684,28.86819004,31.12421542,35.50224486,10213.436,47.384735,-660.564453125,3.384735107421875
